,Date,Open,High,Low,Close,Adj Close,Volume
44,31-Dec-21,3379.12,3387.00,3331.17,3334.34,3334.34,2391500.00
45,30-Dec-21,3394.00,3417.76,3370.48,3372.89,3372.89,1879200.00
46,29-Dec-21,3416.80,3424.24,3372.01,3384.02,3384.02,1787700.00
47,28-Dec-21,3403.65,3443.52,3382.71,3413.22,3413.22,2731900.00
48,27-Dec-21,3420.74,3458.86,3384.31,3393.39,3393.39,2934400.00
49,23-Dec-21,3408.56,3439.50,3403.00,3421.37,3421.37,1839400.00
50,22-Dec-21,3385.40,3441.00,3370.01,3420.74,3420.74,2751800.00
51,21-Dec-21,3357.01,3414.33,3312.95,3408.34,3408.34,2797800.00
52,20-Dec-21,3337.00,3357.49,3312.00,3341.58,3341.58,2868600.00
53,17-Dec-21,3354.21,3417.97,3312.27,3400.35,3400.35,4277100.00
54,16-Dec-21,3467.37,3483.32,3363.21,3377.42,3377.42,3043800.00
55,15-Dec-21,3371.96,3472.00,3303.90,3466.30,3466.30,3789700.00
56,14-Dec-21,3351.00,3389.98,3328.80,3381.83,3381.83,2798800.00
57,13-Dec-21,3440.00,3442.00,3382.60,3391.35,3391.35,3108500.00
58,10-Dec-21,3508.34,3518.54,3410.00,3444.24,3444.24,3031400.00
59,9-Dec-21,3515.00,3539.39,3482.79,3483.42,3483.42,2303100.00
60,8-Dec-21,3523.01,3543.60,3495.01,3523.16,3523.16,2262700.00
61,7-Dec-21,3492.00,3549.99,3466.69,3523.29,3523.29,3320500.00
62,6-Dec-21,3393.00,3473.91,3338.69,3427.37,3427.37,3443000.00
63,3-Dec-21,3455.00,3469.87,3338.60,3389.79,3389.79,4032600.00
64,2-Dec-21,3460.00,3492.70,3423.75,3437.36,3437.36,3236300.00
65,1-Dec-21,3545.00,3559.88,3441.60,3443.72,3443.72,3745800.00
66,30-Nov-21,3563.50,3585.77,3492.01,3507.07,3507.07,4001100.00
67,29-Nov-21,3547.64,3596.00,3531.50,3561.57,3561.57,3265600.00
68,26-Nov-21,3602.10,3633.50,3504.15,3504.56,3504.56,2991300.00
69,24-Nov-21,3562.67,3613.64,3536.85,3580.41,3580.41,2328000.00
70,23-Nov-21,3585.04,3621.05,3527.71,3580.04,3580.04,3690200.00
71,22-Nov-21,3676.38,3713.46,3567.50,3572.57,3572.57,4842200.00
72,19-Nov-21,3712.69,3762.15,3675.72,3676.57,3676.57,4936700.00
73,18-Nov-21,3566.35,3704.20,3561.00,3696.06,3696.06,5703500.00
74,17-Nov-21,3564.72,3587.25,3545.35,3549.00,3549.00,2560300.00
75,16-Nov-21,3539.00,3576.50,3525.15,3540.70,3540.70,2217100.00
76,15-Nov-21,3537.00,3593.88,3525.81,3545.68,3545.68,2929700.00
77,12-Nov-21,3485.00,3540.73,3447.05,3525.15,3525.15,2688500.00
78,11-Nov-21,3513.00,3543.24,3467.47,3472.50,3472.50,2264400.00
79,10-Nov-21,3563.87,3605.45,3463.09,3482.05,3482.05,4027400.00
80,9-Nov-21,3515.25,3593.77,3501.43,3576.23,3576.23,4294900.00
81,8-Nov-21,3523.24,3579.00,3487.86,3488.98,3488.98,3074000.00
82,5-Nov-21,3477.00,3566.25,3476.98,3518.99,3518.99,4993500.00
83,4-Nov-21,3370.00,3498.63,3365.00,3477.00,3477.00,5353000.00
84,3-Nov-21,3309.00,3394.92,3297.52,3384.00,3384.00,3397200.00
85,2-Nov-21,3315.01,3331.12,3283.55,3312.75,3312.75,2627600.00
86,1-Nov-21,3361.80,3375.86,3292.02,3318.11,3318.11,3608900.00
87,29-Oct-21,3300.02,3374.82,3273.32,3372.43,3372.43,6469500.00
88,28-Oct-21,3402.10,3479.00,3386.00,3446.57,3446.57,5708700.00
89,27-Oct-21,3388.00,3437.00,3371.45,3392.49,3392.49,2702200.00
90,26-Oct-21,3349.51,3416.12,3343.98,3376.07,3376.07,2698300.00
91,25-Oct-21,3335.00,3347.80,3297.70,3320.37,3320.37,2226000.00
92,22-Oct-21,3421.00,3429.84,3331.30,3335.55,3335.55,3139100.00
93,21-Oct-21,3414.25,3440.28,3403.00,3435.01,3435.01,1881400.00
94,20-Oct-21,3452.66,3462.86,3400.37,3415.06,3415.06,2139800.00
95,19-Oct-21,3434.29,3454.69,3422.00,3444.15,3444.15,2386100.00
96,18-Oct-21,3388.36,3449.17,3385.10,3446.74,3446.74,3174100.00
97,15-Oct-21,3311.42,3410.42,3304.00,3409.02,3409.02,5175100.00
98,14-Oct-21,3302.45,3312.60,3290.78,3299.86,3299.86,2109500.00
99,13-Oct-21,3269.71,3288.38,3261.09,3284.28,3284.28,2420100.00
100,12-Oct-21,3257.00,3267.53,3236.28,3247.33,3247.33,1819600.00
101,11-Oct-21,3275.00,3292.59,3238.10,3246.30,3246.30,2034200.00
102,8-Oct-21,3317.00,3321.43,3288.20,3288.62,3288.62,1995500.00
103,7-Oct-21,3291.54,3325.75,3283.06,3302.43,3302.43,2409100.00
104,6-Oct-21,3213.53,3264.34,3198.62,3262.01,3262.01,2533000.00
105,5-Oct-21,3204.50,3260.73,3202.46,3221.00,3221.00,3269200.00
106,4-Oct-21,3279.39,3279.99,3176.25,3189.78,3189.78,4523100.00
107,1-Oct-21,3289.01,3309.17,3255.94,3283.26,3283.26,2835600.00
108,30-Sep-21,3316.00,3327.85,3273.99,3285.04,3285.04,2842400.00
109,29-Sep-21,3322.11,3351.30,3297.87,3301.12,3301.12,2562300.00
110,28-Sep-21,3357.71,3369.19,3290.10,3315.96,3315.96,4430800.00
111,27-Sep-21,3371.50,3415.57,3339.61,3405.80,3405.80,3634500.00
112,24-Sep-21,3402.01,3429.26,3393.40,3425.52,3425.52,2116200.00
113,23-Sep-21,3380.05,3428.96,3380.05,3416.00,3416.00,2379400.00
114,22-Sep-21,3351.00,3389.00,3341.05,3380.05,3380.05,2411400.00
115,21-Sep-21,3375.00,3379.70,3332.39,3343.63,3343.63,2780900.00
116,20-Sep-21,3396.00,3419.00,3305.01,3355.73,3355.73,4669100.00
117,17-Sep-21,3488.41,3497.41,3452.13,3462.52,3462.52,4616600.00
118,16-Sep-21,3459.96,3492.55,3446.14,3488.24,3488.24,2583600.00
119,15-Sep-21,3442.52,3485.42,3402.01,3475.79,3475.79,2957500.00
120,14-Sep-21,3475.55,3486.81,3437.71,3450.00,3450.00,1936900.00
121,13-Sep-21,3482.80,3497.96,3438.00,3457.17,3457.17,2569000.00
122,10-Sep-21,3501.83,3508.45,3462.91,3469.15,3469.15,2393300.00
123,9-Sep-21,3526.02,3549.99,3480.37,3484.16,3484.16,2719200.00
124,8-Sep-21,3511.65,3545.63,3495.67,3525.50,3525.50,3053400.00
125,7-Sep-21,3478.00,3528.09,3476.94,3509.29,3509.29,2737900.00
126,3-Sep-21,3452.00,3482.67,3436.44,3478.05,3478.05,2575700.00
127,2-Sep-21,3494.76,3511.96,3455.00,3463.12,3463.12,2923700.00
128,1-Sep-21,3496.40,3527.00,3475.24,3479.00,3479.00,3629900.00
129,31-Aug-21,3424.80,3472.58,3395.59,3470.79,3470.79,4356400.00
130,30-Aug-21,3357.43,3445.00,3355.22,3421.57,3421.57,3192200.00
131,27-Aug-21,3333.23,3352.32,3313.75,3349.63,3349.63,2391300.00
132,26-Aug-21,3299.00,3332.00,3296.00,3316.00,3316.00,2098800.00
133,25-Aug-21,3309.87,3321.00,3286.15,3299.18,3299.18,1680300.00
134,24-Aug-21,3280.00,3315.49,3274.58,3305.78,3305.78,2551800.00
135,23-Aug-21,3211.90,3280.90,3210.01,3265.87,3265.87,3268100.00
136,20-Aug-21,3203.87,3207.81,3175.76,3199.95,3199.95,3341200.00
137,19-Aug-21,3194.02,3233.00,3182.46,3187.75,3187.75,3782900.00
138,18-Aug-21,3241.99,3254.10,3200.00,3201.22,3201.22,2804300.00
139,17-Aug-21,3277.50,3280.49,3225.68,3241.96,3241.96,3387900.00
140,16-Aug-21,3283.00,3300.00,3211.13,3298.99,3298.99,3319700.00
141,13-Aug-21,3305.67,3306.07,3283.00,3293.97,3293.97,2052800.00
142,12-Aug-21,3290.00,3314.51,3269.67,3303.50,3303.50,2314100.00
143,11-Aug-21,3331.45,3337.70,3277.79,3292.11,3292.11,2947200.00
144,10-Aug-21,3345.01,3358.00,3315.00,3320.68,3320.68,2412600.00
145,9-Aug-21,3343.61,3354.88,3328.52,3341.87,3341.87,2148200.00
146,6-Aug-21,3375.00,3375.00,3329.04,3344.94,3344.94,2635300.00
147,5-Aug-21,3356.22,3389.00,3340.92,3375.99,3375.99,2433500.00
148,4-Aug-21,3379.35,3388.88,3345.56,3354.72,3354.72,2183900.00
149,3-Aug-21,3340.72,3391.00,3299.77,3366.24,3366.24,4157300.00
150,2-Aug-21,3353.10,3358.92,3317.00,3331.48,3331.48,3353900.00
151,30-Jul-21,3347.95,3368.14,3306.98,3327.59,3327.59,9957100.00
152,29-Jul-21,3627.75,3637.95,3580.01,3599.92,3599.92,5520000.00
153,28-Jul-21,3633.78,3658.42,3601.00,3630.32,3630.32,2999400.00
154,27-Jul-21,3698.50,3698.50,3586.15,3626.39,3626.39,4131900.00
155,26-Jul-21,3673.17,3712.08,3647.25,3699.82,3699.82,2900100.00
156,23-Jul-21,3640.00,3666.11,3622.04,3656.64,3656.64,2436300.00
157,22-Jul-21,3587.23,3640.02,3582.27,3638.03,3638.03,3265400.00
158,21-Jul-21,3576.38,3586.45,3543.64,3585.20,3585.20,2319000.00
159,20-Jul-21,3567.32,3592.00,3518.00,3573.19,3573.19,3255700.00
160,19-Jul-21,3532.58,3550.21,3499.16,3549.59,3549.59,3784600.00
161,16-Jul-21,3633.31,3646.06,3570.46,3573.63,3573.63,4043700.00
162,15-Jul-21,3694.20,3695.40,3620.92,3631.20,3631.20,3185300.00
163,14-Jul-21,3708.85,3717.66,3660.83,3681.68,3681.68,3296600.00
164,13-Jul-21,3702.10,3773.08,3671.32,3677.36,3677.36,3845900.00
165,12-Jul-21,3744.00,3757.29,3696.79,3718.55,3718.55,2571600.00
166,9-Jul-21,3722.52,3748.00,3693.40,3719.34,3719.34,3748200.00
167,8-Jul-21,3643.56,3759.99,3621.12,3731.41,3731.41,5180600.00
168,7-Jul-21,3717.38,3734.20,3678.91,3696.58,3696.58,5328100.00
169,6-Jul-21,3530.11,3685.48,3529.00,3675.74,3675.74,6744800.00
170,2-Jul-21,3451.64,3511.72,3436.92,3510.98,3510.98,3169400.00
171,1-Jul-21,3434.61,3457.00,3409.42,3432.97,3432.97,2037100.00
172,30-Jun-21,3441.06,3471.60,3435.00,3440.16,3440.16,2404000.00
173,29-Jun-21,3438.82,3456.03,3423.03,3448.14,3448.14,2098400.00
174,28-Jun-21,3416.00,3448.00,3413.51,3443.89,3443.89,2242800.00
175,25-Jun-21,3464.00,3464.82,3394.18,3401.46,3401.46,3941000.00
176,24-Jun-21,3507.64,3524.86,3430.85,3449.08,3449.08,3832000.00
177,23-Jun-21,3505.00,3521.00,3483.20,3503.82,3503.82,2813300.00
178,22-Jun-21,3458.06,3523.78,3456.09,3505.44,3505.44,3345100.00
179,21-Jun-21,3476.42,3482.00,3434.00,3453.96,3453.96,3277100.00
180,18-Jun-21,3479.99,3507.00,3473.71,3486.90,3486.90,5247700.00
181,17-Jun-21,3403.18,3497.20,3401.00,3489.24,3489.24,5136500.00
182,16-Jun-21,3392.00,3426.35,3360.53,3415.25,3415.25,4202800.00
183,15-Jun-21,3384.00,3396.99,3363.11,3383.13,3383.13,2426200.00
184,14-Jun-21,3346.83,3385.00,3335.50,3383.87,3383.87,2569700.00
185,11-Jun-21,3349.65,3366.58,3333.45,3346.83,3346.83,2817400.00
186,10-Jun-21,3282.01,3351.00,3281.15,3349.65,3349.65,3476500.00
187,9-Jun-21,3272.87,3297.58,3270.70,3281.15,3281.15,2455500.00
188,8-Jun-21,3222.61,3279.53,3218.01,3264.11,3264.11,3416700.00
189,7-Jun-21,3197.33,3208.00,3172.20,3198.01,3198.01,2215800.00
190,4-Jun-21,3212.00,3221.00,3198.81,3206.22,3206.22,2249700.00
191,3-Jun-21,3204.23,3214.44,3184.03,3187.01,3187.01,2398300.00
192,2-Jun-21,3223.10,3235.00,3208.00,3233.99,3233.99,2014500.00
193,1-Jun-21,3243.50,3250.98,3209.06,3218.65,3218.65,2430000.00
194,28-May-21,3242.00,3247.99,3219.70,3223.07,3223.07,2329800.00
195,27-May-21,3256.00,3260.36,3230.04,3230.11,3230.11,2561200.00
196,26-May-21,3274.59,3295.73,3258.51,3265.16,3265.16,2384000.00
197,25-May-21,3266.67,3279.82,3213.76,3259.05,3259.05,3261100.00
198,24-May-21,3215.50,3257.95,3210.50,3244.99,3244.99,2422800.00
199,21-May-21,3250.00,3256.69,3197.01,3203.08,3203.08,4104900.00
200,20-May-21,3244.40,3259.68,3236.18,3247.68,3247.68,2633200.00
201,19-May-21,3195.00,3234.75,3184.00,3231.80,3231.80,2679700.00
202,18-May-21,3292.58,3312.00,3230.37,3232.28,3232.28,2828400.00
203,17-May-21,3245.93,3292.75,3234.59,3270.39,3270.39,3723900.00
204,14-May-21,3185.56,3228.86,3183.00,3222.90,3222.90,3325000.00
205,13-May-21,3185.47,3203.84,3133.00,3161.47,3161.47,3350900.00
206,12-May-21,3185.00,3207.94,3133.10,3151.94,3151.94,4936400.00
207,11-May-21,3136.28,3238.00,3127.37,3223.91,3223.91,4619800.00
208,10-May-21,3282.32,3283.00,3190.00,3190.49,3190.49,5838600.00
209,7-May-21,3319.09,3330.89,3289.07,3291.61,3291.61,4710300.00
210,6-May-21,3270.00,3314.40,3247.20,3306.37,3306.37,4447700.00
211,5-May-21,3338.86,3354.70,3264.36,3270.54,3270.54,3711300.00
212,4-May-21,3356.19,3367.98,3272.13,3311.87,3311.87,5439400.00
213,3-May-21,3484.73,3486.65,3372.70,3386.49,3386.49,5875500.00
214,30-Apr-21,3525.12,3554.00,3462.50,3467.42,3467.42,7009300.00
215,29-Apr-21,3505.10,3514.45,3435.00,3471.31,3471.31,7682400.00
216,28-Apr-21,3434.80,3489.88,3425.00,3458.50,3458.50,4631900.00
217,27-Apr-21,3443.47,3460.00,3398.01,3417.43,3417.43,3827100.00
218,26-Apr-21,3348.00,3428.45,3330.94,3409.00,3409.00,4880700.00
219,23-Apr-21,3319.10,3375.00,3308.50,3340.88,3340.88,3192800.00
220,22-Apr-21,3371.68,3372.87,3301.45,3309.04,3309.04,2580600.00
221,21-Apr-21,3316.00,3362.86,3303.81,3362.02,3362.02,2211200.00
222,20-Apr-21,3373.60,3382.99,3316.00,3334.69,3334.69,2623000.00
223,19-Apr-21,3390.33,3435.93,3360.16,3372.01,3372.01,2725400.00
224,16-Apr-21,3380.00,3406.80,3355.59,3399.44,3399.44,3186000.00
225,15-Apr-21,3371.00,3397.00,3352.00,3379.09,3379.09,3233600.00
226,14-Apr-21,3404.04,3404.13,3326.00,3333.00,3333.00,3145200.00
227,13-Apr-21,3400.85,3432.00,3395.63,3400.00,3400.00,3315800.00
228,12-Apr-21,3355.21,3395.04,3351.15,3379.39,3379.39,3281800.00
229,9-Apr-21,3304.70,3372.20,3288.90,3372.20,3372.20,4341500.00
230,8-Apr-21,3310.90,3324.50,3292.00,3299.30,3299.30,2812100.00
231,7-Apr-21,3233.80,3303.61,3223.65,3279.39,3279.39,3346200.00
232,6-Apr-21,3223.75,3247.31,3217.04,3223.82,3223.82,2537800.00
233,5-Apr-21,3173.00,3235.96,3161.24,3226.73,3226.73,3334900.00
234,1-Apr-21,3117.94,3162.44,3115.55,3161.00,3161.00,2940300.00
235,31-Mar-21,3064.06,3119.33,3062.50,3094.08,3094.08,3093900.00
236,30-Mar-21,3070.01,3073.00,3034.00,3055.29,3055.29,2337600.00
237,29-Mar-21,3055.44,3091.25,3028.45,3075.73,3075.73,2746000.00
238,26-Mar-21,3044.06,3056.66,2996.00,3052.03,3052.03,3312900.00
239,25-Mar-21,3072.99,3109.78,3037.14,3046.26,3046.26,3563500.00
240,24-Mar-21,3151.04,3160.31,3085.15,3087.07,3087.07,2959000.00
241,23-Mar-21,3127.00,3182.00,3120.85,3137.50,3137.50,3817300.00
242,22-Mar-21,3067.85,3126.58,3060.05,3110.87,3110.87,2902200.00
243,19-Mar-21,3029.23,3077.29,3016.63,3074.96,3074.96,4625400.00
244,18-Mar-21,3101.00,3116.63,3025.00,3027.99,3027.99,3649600.00
245,17-Mar-21,3073.22,3173.05,3070.22,3135.73,3135.73,3118600.00
246,16-Mar-21,3104.97,3128.91,3075.86,3091.86,3091.86,2538800.00
247,15-Mar-21,3074.57,3082.24,3032.09,3081.68,3081.68,2913600.00
248,12-Mar-21,3075.00,3098.98,3045.50,3089.49,3089.49,2421900.00
249,11-Mar-21,3104.01,3131.78,3082.93,3113.59,3113.59,2776400.00
250,10-Mar-21,3098.45,3116.46,3030.05,3057.64,3057.64,3012500.00
251,9-Mar-21,3017.99,3090.96,3005.15,3062.85,3062.85,4030000.00
252,8-Mar-21,3015.00,3064.59,2951.31,2951.95,2951.95,4185000.00
